,КМ,М,АМПЛИТУДА,HOPMA,КОДОТСТУП,ГОД,МЕСЯЦ,ДЕНЬ,СТЕПЕНЬ,ДЛИНА,ОТСТУПЛЕНИЕ
36078,616,301,8.0,0,2161,2020,4,13,1,4,Пр.Л
50335,1,716,11.0,0,2145,2020,7,26,1,5,Пр.П
98332,306,303,10.0,0,2145,2021,2,22,2,5,Пр.П
82188,618,599,8.0,0,2113,2019,12,23,2,5,У
60441,599,197,10.0,0,2129,2020,9,26,2,18,П
41947,54,168,8.0,0,2145,2020,6,29,1,4,Пр.П
74581,413,482,7.0,0,2113,2019,7,27,2,3,У
5178,618,501,1529.0,1520,2081,2018,3,21,2,2,Уш
46082,19,419,8.0,0,2161,2020,6,12,1,4,Пр.Л
27489,544,982,8.0,0,2145,2020,3,25,1,4,Пр.П
53578,647,924,8.0,0,2145,2020,8,24,1,4,Пр.П
91221,647,747,12.0,0,2145,2021,1,29,2,5,Пр.П
30826,19,395,9.0,0,2161,2020,3,17,1,3,Пр.Л
7863,11,574,32.0,0,2065,2018,5,18,2,27,Р
44097,614,103,9.0,0,2145,2020,6,22,1,5,Пр.П
16393,649,330,11.0,0,2161,2018,11,20,2,4,Пр.Л
43194,577,245,9.0,0,2145,2020,6,26,1,4,Пр.П
87110,435,880,1517.0,1520,2097,2021,1,30,1,7,Суж
76235,19,968,12.0,0,2129,2019,8,16,2,19,П
82039,3,981,8.0,0,2161,2019,12,22,1,6,Пр.Л
60382,1,828,8.0,0,2161,2020,9,27,1,5,Пр.Л
14195,562,436,1529.0,1520,2081,2018,10,19,2,1,Уш
35612,645,651,9.0,0,2161,2020,4,12,1,4,Пр.Л
38858,310,964,8.0,0,2113,2020,5,27,2,2,У
32756,568,618,7.0,0,2113,2020,4,11,2,2,У
66429,18,148,14.0,0,2145,2019,1,26,2,3,Пр.П
5058,49,456,8.0,0,2113,2018,3,14,2,3,У
34499,544,611,8.0,0,2161,2020,4,13,1,4,Пр.Л
67464,585,955,11.0,0,2129,2019,2,20,2,10,П
59657,383,931,11.0,0,2145,2020,9,26,2,6,Пр.П
52899,588,429,1515.0,1520,2097,2020,8,31,2,3,Суж
54174,532,52,9.0,0,2145,2020,8,27,1,4,Пр.П
52111,106,703,9.0,0,2129,2020,8,30,2,17,П
80339,1,773,8.0,0,2145,2019,12,18,1,3,Пр.П
57452,293,378,7.0,0,2113,2020,9,29,2,2,У
362,470,453,8.0,0,2113,2018,1,19,2,8,У
76056,612,468,11.0,0,2161,2019,8,19,2,6,Пр.Л
80961,319,994,8.0,0,2161,2019,12,18,1,5,Пр.Л
23787,24,348,8.0,0,2145,2020,2,18,1,4,Пр.П
19375,162,160,8.0,0,2145,2020,1,19,1,3,Пр.П
44924,49,1007,7.0,0,2113,2020,6,27,2,2,У
72034,18,123,1531.0,1520,2081,2019,5,25,2,2,Уш
97895,399,148,9.0,0,2129,2021,2,21,1,17,П
5389,166,635,8.0,0,2113,2018,4,28,2,3,У
79058,119,233,9.0,0,2161,2019,12,22,1,3,Пр.Л
66248,582,770,10.0,0,2129,2019,1,22,2,20,П
28120,645,316,9.0,0,2145,2020,3,25,1,3,Пр.П
43729,270,1,9.0,0,2161,2020,6,27,1,6,Пр.Л
31944,264,693,8.0,0,2161,2020,4,10,1,4,Пр.Л
58780,637,596,8.0,0,2161,2020,9,24,1,6,Пр.Л
1599,459,345,8.0,0,2113,2018,2,16,2,4,У
47839,636,154,9.0,0,2161,2020,7,14,1,6,Пр.Л
13482,516,534,7.0,0,2113,2018,9,24,2,2,У
56161,620,996,9.0,0,2161,2020,8,31,1,5,Пр.Л
12622,116,36,11.0,0,2145,2018,9,27,2,4,Пр.П
55492,2,18,9.0,0,2145,2020,8,28,1,6,Пр.П
59425,504,230,8.0,0,2145,2020,9,26,1,4,Пр.П
74001,439,292,7.0,0,2113,2019,7,23,2,4,У
26967,271,399,8.0,0,2113,2020,3,24,2,5,У
95203,16,25,8.0,0,2129,2021,2,19,1,16,П
92210,422,246,1525.0,1520,2081,2021,2,20,1,2,Уш
70800,11,447,7.0,0,2113,2019,5,18,2,2,У
94774,575,899,1517.0,1520,2097,2021,2,20,1,3,Суж
14701,322,563,11.0,0,2161,2018,10,22,2,6,Пр.Л
27989,630,192,9.0,0,2161,2020,3,25,1,4,Пр.Л
16210,385,862,8.0,0,2113,2018,11,18,2,2,У
82053,27,87,8.0,0,2161,2019,12,22,1,4,Пр.Л
73425,639,262,20.0,0,2065,2019,6,3,2,22,Р
37063,261,484,9.0,0,2145,2020,5,29,1,3,Пр.П
43448,496,845,9.0,0,2145,2020,6,26,1,4,Пр.П
41807,160,462,9.0,0,2129,2020,6,29,2,14,П
10776,160,462,7.0,0,2113,2018,8,14,2,2,У
70007,500,282,1515.0,1520,2097,2019,4,23,2,2,Суж
52939,594,656,7.0,0,2113,2020,8,31,2,2,У
48930,123,653,9.0,0,2145,2020,7,28,1,4,Пр.П
72106,15,755,8.0,0,2113,2019,6,11,2,2,У
15766,544,645,21.0,0,2065,2018,11,24,2,24,Р
18887,646,569,11.0,0,2129,2020,1,13,2,12,П
94726,564,869,7.0,0,2129,2021,2,20,1,14,П
32941,588,120,9.0,0,2129,2020,4,11,2,14,П
54231,542,798,8.0,0,2113,2020,8,27,2,6,У
3915,600,554,11.0,0,2065,2018,3,18,2,20,Р
87448,500,256,14.0,0,2065,2021,1,30,1,43,Р
45526,649,735,10.0,0,2145,2020,6,21,1,4,Пр.П
47190,577,271,8.0,0,2113,2020,7,1,2,2,У
91665,20,198,11.0,0,2129,2021,1,25,2,16,П
56069,612,364,8.0,0,2145,2020,8,31,1,5,Пр.П
21616,641,968,10.0,0,2161,2020,1,17,1,5,Пр.Л
48641,543,427,9.0,0,2129,2020,7,27,2,19,П
52826,578,130,8.0,0,2145,2020,8,31,1,4,Пр.П
48779,399,256,9.0,0,2161,2020,7,27,1,4,Пр.Л
52110,106,526,8.0,0,2145,2020,8,30,1,4,Пр.П
22461,276,10,8.0,0,2113,2020,2,22,2,3,У
92700,270,891,1526.0,1520,2081,2021,2,19,1,6,Уш
16615,166,599,7.0,0,2113,2018,12,16,2,8,У
60151,630,516,8.0,0,2145,2020,9,25,1,5,Пр.П
87525,526,474,1517.0,1520,2097,2021,1,30,1,5,Суж
75890,453,576,9.0,0,2113,2019,8,19,2,4,У
26584,53,725,8.0,0,2145,2020,3,24,1,4,Пр.П
81221,485,185,8.0,0,2161,2019,12,17,1,3,Пр.Л
87,82,837,7.0,0,2113,2018,1,29,2,8,У
78614,22,380,9.0,0,2113,2019,10,15,2,3,У
13367,319,779,16.0,0,2065,2018,9,26,2,40,Р
71911,630,129,11.0,0,2129,2019,5,22,2,16,П
42507,479,806,8.0,0,2145,2020,6,30,1,3,Пр.П
79484,419,694,9.0,0,2145,2019,12,23,1,4,Пр.П
55887,647,777,11.0,0,2129,2020,8,1,2,17,П
29401,544,299,7.0,0,2113,2020,3,27,2,2,У
56742,635,956,10.0,0,2145,2020,8,27,1,4,Пр.П
67010,615,599,7.0,0,2113,2019,2,18,2,2,У
94792,581,98,9.0,0,2145,2021,2,20,1,5,Пр.П
79979,600,831,8.0,0,2145,2019,12,23,1,4,Пр.П
21582,639,193,8.0,0,2161,2020,1,17,1,4,Пр.Л
27469,533,217,7.0,0,2113,2020,3,25,2,7,У
21428,627,257,8.0,0,2161,2020,1,17,1,4,Пр.Л
34665,583,612,8.0,0,2161,2020,4,12,1,3,Пр.Л
43143,565,666,10.0,0,2145,2020,6,26,1,4,Пр.П
79555,481,954,10.0,0,2145,2019,12,23,1,5,Пр.П
73791,229,135,7.0,0,2113,2019,7,22,2,2,У
42571,10,795,8.0,0,2145,2020,6,29,1,4,Пр.П
17884,269,281,9.0,0,2129,2020,1,23,2,12,П
95129,4,196,10.0,0,2129,2021,2,19,1,5,П
80830,189,381,8.0,0,2145,2019,12,18,1,5,Пр.П
50531,623,821,8.0,0,2145,2020,7,1,1,3,Пр.П
23844,50,474,8.0,0,2161,2020,2,18,1,3,Пр.Л
85325,585,824,1517.0,1520,2097,2021,1,28,1,2,Суж
59553,320,826,10.0,0,2161,2020,9,26,1,3,Пр.Л
62258,613,934,16.0,0,2065,2020,10,14,2,28,Р
25469,628,228,7.0,0,2113,2020,2,23,2,2,У
18218,481,810,8.0,0,2161,2020,1,24,1,5,Пр.Л
55628,16,229,8.0,0,2113,2020,8,28,2,3,У
77682,632,747,11.0,0,2161,2019,9,17,2,5,Пр.Л
43507,533,248,8.0,0,2161,2020,6,26,1,4,Пр.Л
82416,646,338,10.0,0,2145,2019,12,24,1,4,Пр.П
21210,18,94,10.0,0,2161,2020,1,16,1,4,Пр.Л
73078,413,320,8.0,0,2113,2019,6,3,2,4,У
22372,223,217,7.0,0,2113,2020,2,22,2,2,У
26316,1,807,8.0,0,2161,2020,3,24,1,4,Пр.Л
80433,9,784,8.0,0,2161,2019,12,18,1,6,Пр.Л
11265,598,937,1515.0,1520,2097,2018,8,15,2,4,Суж
21368,620,104,9.0,0,2161,2020,1,17,1,3,Пр.Л
36433,649,896,9.0,0,2161,2020,4,13,1,5,Пр.Л
54861,63,744,9.0,0,2129,2020,8,28,2,16,П
32511,547,857,10.0,0,2161,2020,4,11,1,3,Пр.Л
74350,82,948,1529.0,1520,2081,2019,7,25,2,5,Уш
72529,489,82,7.0,0,2113,2019,6,13,2,2,У
33499,2,109,9.0,0,2145,2020,4,14,1,3,Пр.П
82037,3,973,13.0,0,2145,2019,12,22,1,3,Пр.П
19688,398,187,8.0,0,2161,2020,1,17,1,6,Пр.Л
54014,478,354,8.0,0,2161,2020,8,27,1,3,Пр.Л
89205,302,574,1517.0,1520,2097,2021,1,31,1,3,Суж
77016,115,950,11.0,0,2145,2019,9,18,2,4,Пр.П
32798,576,70,9.0,0,2161,2020,4,11,1,3,Пр.Л
75550,640,316,1515.0,1520,2097,2019,8,10,2,1,Суж
101268,613,189,1528.0,1520,2081,2021,2,21,1,3,Уш
31504,15,82,8.0,0,2145,2020,4,10,1,6,Пр.П
55079,637,648,8.0,0,2161,2020,8,24,1,6,Пр.Л
88854,293,73,1517.0,1520,2097,2021,1,31,1,21,Суж
11604,109,631,8.0,0,2113,2018,8,24,2,2,У
85694,10,567,9.0,0,2065,2021,1,27,1,13,Р
1860,640,421,12.0,0,2129,2018,2,16,2,13,П
43080,557,233,9.0,0,2129,2020,6,26,2,17,П
31022,626,817,9.0,0,2161,2020,3,26,1,4,Пр.Л
9508,373,813,7.0,0,2113,2018,7,18,2,2,У
50287,649,175,8.0,0,2161,2020,7,15,1,5,Пр.Л
1572,448,168,9.0,0,2113,2018,2,16,2,14,У
94280,228,106,1517.0,1520,2097,2021,2,19,1,5,Суж
48584,531,508,7.0,0,2113,2020,7,27,2,2,У
55391,608,652,8.0,0,2161,2020,8,27,1,4,Пр.Л
74472,277,630,7.0,0,2113,2019,7,24,2,3,У
86181,649,829,1529.0,1520,2081,2021,1,28,1,9,Уш
63848,159,955,8.0,0,2145,2020,12,30,1,3,Пр.П
63773,313,621,7.0,0,2113,2020,12,30,2,2,У
51198,16,334,9.0,0,2145,2020,7,26,1,6,Пр.П
63733,295,786,7.0,0,2113,2020,12,30,2,3,У
8813,587,522,19.0,0,2065,2018,6,20,2,26,Р
42664,19,717,9.0,0,2129,2020,6,29,2,4,П
54006,473,370,7.0,0,2113,2020,8,27,2,2,У
44094,99,854,11.0,0,2161,2020,6,27,2,3,Пр.Л
44301,639,269,8.0,0,2145,2020,6,22,1,5,Пр.П
77453,51,831,11.0,0,2145,2019,9,25,2,3,Пр.П
74597,448,802,7.0,0,2113,2019,7,27,2,2,У
36857,119,51,9.0,0,2161,2020,5,29,1,4,Пр.Л
42661,19,691,8.0,0,2161,2020,6,29,1,3,Пр.Л
49077,189,466,1529.0,1520,2081,2020,7,28,2,4,Уш
12600,82,881,11.0,0,2145,2018,9,27,2,4,Пр.П
74449,230,764,9.0,0,2129,2019,7,24,2,12,П
573,62,558,8.0,0,2113,2018,1,26,2,2,У
91146,53,212,9.0,0,2145,2021,1,25,1,4,Пр.П
96431,412,913,8.0,0,2129,2021,2,21,1,10,П
75772,258,239,7.0,0,2113,2019,8,20,2,2,У
15809,593,785,9.0,0,2129,2018,11,24,2,16,П
96073,558,479,1518.0,1520,2097,2021,2,21,1,2,Суж
75181,90,411,9.0,0,2129,2019,8,27,2,9,П
63715,289,331,8.0,0,2113,2020,12,30,2,4,У
94581,72,262,6.0,0,2161,2021,2,19,1,4,Пр.Л
82059,27,247,8.0,0,2161,2019,12,22,1,4,Пр.Л
7617,374,451,8.0,0,2113,2018,5,24,2,3,У
50188,645,498,8.0,0,2145,2020,7,1,1,5,Пр.П
51320,22,303,9.0,0,2145,2020,7,26,1,4,Пр.П
71660,303,28,1515.0,1520,2097,2019,5,24,2,3,Суж
89917,245,607,8.0,0,2145,2021,1,31,1,3,Пр.П
99700,119,259,10.0,0,2129,2021,2,22,2,18,П
2280,319,404,1529.0,1520,2081,2018,2,22,2,3,Уш
75770,256,196,11.0,0,2161,2019,8,20,2,3,Пр.Л
95872,633,639,1515.0,1520,2097,2021,2,22,1,3,Суж
50587,635,35,8.0,0,2161,2020,7,1,1,3,Пр.Л
58378,599,359,25.0,0,2065,2020,9,30,2,26,Р
7291,576,593,7.0,0,2113,2018,5,20,2,2,У
8306,555,512,8.0,0,2113,2018,6,19,2,2,У
63583,19,113,8.0,0,2145,2020,11,18,1,5,Пр.П
50542,627,963,8.0,0,2145,2020,7,1,1,4,Пр.П
80552,50,532,9.0,0,2161,2019,12,18,1,4,Пр.Л
23295,620,167,9.0,0,2161,2020,2,25,1,5,Пр.Л
47477,610,285,9.0,0,2145,2020,7,14,1,3,Пр.П
15894,10,58,1515.0,1520,2097,2018,11,20,2,4,Суж
53831,585,68,8.0,0,2161,2020,8,27,1,3,Пр.Л
886,563,223,9.0,0,2129,2018,1,23,2,17,П
45519,649,668,8.0,0,2145,2020,6,21,1,4,Пр.П
15815,595,8,1515.0,1520,2097,2018,11,24,2,4,Суж
45357,622,117,9.0,0,2145,2020,6,30,1,3,Пр.П
68374,295,81,8.0,0,2113,2019,3,20,2,2,У
98020,269,577,11.0,0,2161,2021,2,22,2,4,Пр.Л
30067,645,370,9.0,0,2161,2020,3,27,1,3,Пр.Л
87390,479,70,11.0,0,2065,2021,1,30,1,31,Р
93415,393,168,6.0,0,2113,2021,2,20,1,24,У
47807,632,860,17.0,0,2065,2020,7,14,2,27,Р
59282,442,469,8.0,0,2145,2020,9,26,1,3,Пр.П
23204,599,393,8.0,0,2161,2020,2,23,1,3,Пр.Л
59444,517,777,9.0,0,2129,2020,9,26,2,19,П
64520,160,444,8.0,0,2161,2020,12,29,1,3,Пр.Л
64676,53,779,8.0,0,2145,2020,12,29,1,4,Пр.П
68420,320,814,12.0,0,2161,2019,3,20,2,4,Пр.Л
73675,122,347,7.0,0,2113,2019,7,22,2,3,У
6904,319,622,8.0,14,2113,2018,5,19,2,4,У
79749,562,829,9.0,0,2145,2019,12,23,1,6,Пр.П
2339,387,562,8.0,0,2113,2018,2,22,2,2,У
77689,639,273,16.0,0,2065,2019,9,17,2,30,Р
46643,381,495,8.0,0,2161,2020,7,31,1,4,Пр.Л
65175,3,891,11.0,0,2161,2020,12,14,1,4,Пр.Л
32302,479,828,9.0,0,2145,2020,4,11,1,3,Пр.П
59930,183,141,12.0,0,2161,2020,9,27,2,5,Пр.Л
3502,410,877,7.0,0,2113,2018,3,18,2,2,У
88014,399,172,10.0,0,2129,2021,1,30,2,8,П
651,122,345,8.0,0,2113,2018,1,26,2,5,У
59788,119,301,8.0,0,2161,2020,9,27,1,4,Пр.Л
60396,1,1044,12.0,0,2161,2020,9,27,1,3,Пр.Л
86277,633,347,1515.0,1520,2097,2021,1,28,1,9,Суж
11043,454,477,7.0,0,2113,2018,8,14,2,4,У
82375,645,280,7.0,0,2113,2019,12,24,2,8,У
43000,649,948,9.0,0,2145,2020,6,20,1,5,Пр.П
76984,92,629,7.0,0,2113,2019,9,18,2,2,У
37995,620,233,8.0,0,2145,2020,5,25,1,3,Пр.П
49332,632,283,9.0,0,2145,2020,7,15,1,5,Пр.П
92204,420,939,11.0,0,2065,2021,2,20,1,25,Р
10591,648,53,11.0,0,2129,2018,7,21,2,15,П
83632,269,720,10.0,0,2065,2021,1,27,1,14,Р
87590,531,887,1517.0,1520,2097,2021,1,30,1,4,Суж
58448,608,400,8.0,0,2161,2020,9,30,1,4,Пр.Л
58055,64,173,8.0,0,2161,2020,9,29,1,3,Пр.Л
42703,25,896,8.0,0,2161,2020,6,29,1,3,Пр.Л
73944,322,371,1529.0,1520,2081,2019,7,23,2,1,Уш
11461,87,222,9.0,0,2129,2018,8,7,2,11,П
93020,323,176,1531.0,1520,2081,2021,2,20,1,6,Уш
76536,323,144,1529.0,1520,2081,2019,9,13,2,1,Уш
25321,51,864,10.0,0,2145,2020,2,16,1,5,Пр.П
52859,582,456,9.0,0,2161,2020,8,31,1,4,Пр.Л
58947,1,224,12.0,0,2161,2020,9,29,1,5,Пр.Л
45657,613,959,8.0,0,2145,2020,6,26,1,3,Пр.П
54178,532,93,10.0,0,2145,2020,8,27,1,4,Пр.П
56621,623,477,9.0,0,2129,2020,8,27,2,6,П
7108,439,900,7.0,0,2113,2018,5,20,2,2,У
77901,286,112,8.0,0,2113,2019,10,23,2,8,У
99805,5,737,1529.0,1520,2081,2021,2,22,1,6,Уш
50480,620,354,10.0,0,2161,2020,7,1,1,5,Пр.Л
60536,611,342,8.0,0,2161,2020,9,26,1,4,Пр.Л
50884,621,638,8.0,0,2161,2020,7,27,1,4,Пр.Л
74899,642,37,12.0,0,2145,2019,7,24,2,4,Пр.П
24212,258,230,7.0,0,2113,2020,2,18,2,2,У
52811,572,690,8.0,0,2145,2020,8,31,1,4,Пр.П
87275,461,423,1525.0,1520,2081,2021,1,30,1,6,Уш
20682,35,876,8.0,0,2161,2020,1,16,1,4,Пр.Л
10899,306,23,11.0,0,2145,2018,8,14,2,5,Пр.П
100737,611,199,11.0,0,2065,2021,2,20,1,8,Р
33674,50,371,9.0,0,2145,2020,4,14,1,3,Пр.П
6809,128,347,8.0,0,2113,2018,5,19,2,2,У
83764,296,360,7.0,0,2161,2021,1,27,1,3,Пр.Л
5540,392,316,7.0,0,2113,2018,4,29,2,2,У
62840,612,589,8.0,0,2145,2020,10,15,1,3,Пр.П
29699,602,849,9.0,0,2145,2020,3,27,1,3,Пр.П
58800,639,538,8.0,0,2161,2020,9,24,1,4,Пр.Л
90814,41,278,9.0,0,2065,2021,1,31,1,17,Р
74759,609,875,7.0,0,2113,2019,7,26,2,4,У
50230,646,915,8.0,0,2161,2020,7,1,1,4,Пр.Л
41839,172,399,8.0,0,2161,2020,6,29,1,5,Пр.Л
81100,399,976,10.0,0,2129,2019,12,17,2,14,П
41669,107,201,7.0,0,2113,2020,6,29,2,2,У
11846,371,790,8.0,0,2113,2018,8,6,2,2,У
41173,482,43,8.0,0,2145,2020,6,30,1,4,Пр.П
33356,645,608,8.0,0,2145,2020,4,11,1,5,Пр.П
5510,355,740,7.0,0,2113,2018,4,29,2,2,У
23514,646,79,9.0,0,2161,2020,2,25,1,4,Пр.Л
20160,593,216,10.0,0,2161,2020,1,17,1,6,Пр.Л
62530,650,139,8.0,0,2161,2020,10,14,1,4,Пр.Л
45189,1,803,33.0,0,2065,2020,6,11,2,20,Р
85881,40,650,8.0,0,2129,2021,1,27,1,12,П
11446,80,657,7.0,0,2113,2018,8,7,2,2,У
82498,649,853,9.0,0,2161,2019,12,12,1,3,Пр.Л
78660,1,96,11.0,0,2145,2019,12,22,1,6,Пр.П
41652,104,188,10.0,0,2161,2020,6,29,1,4,Пр.Л
33054,600,744,11.0,0,2129,2020,4,11,2,5,П
18607,601,535,9.0,0,2129,2020,1,24,2,4,П
25415,620,277,9.0,0,2145,2020,2,23,1,4,Пр.П
44718,115,876,8.0,0,2145,2020,6,27,1,4,Пр.П
54552,119,399,9.0,0,2129,2020,8,28,2,19,П
76856,3,754,11.0,0,2145,2019,9,18,2,3,Пр.П
53322,24,677,9.0,0,2161,2020,8,30,1,3,Пр.Л
68294,272,2,9.0,0,2113,2019,3,20,2,3,У
49774,609,663,8.0,0,2145,2020,7,27,1,4,Пр.П
46134,21,833,9.0,0,2161,2020,6,12,1,3,Пр.Л
79639,506,524,7.0,0,2113,2019,12,23,2,4,У
94099,212,180,1526.0,1520,2081,2021,2,19,1,3,Уш
71214,344,736,9.0,0,2129,2019,5,20,2,14,П
18949,1,857,8.0,0,2145,2020,1,19,1,5,Пр.П
43536,536,362,8.0,0,2113,2020,6,26,2,4,У
45345,621,93,8.0,0,2145,2020,6,30,1,4,Пр.П
7315,584,967,11.0,0,2161,2018,5,20,2,3,Пр.Л
45675,617,214,8.0,0,2145,2020,6,26,1,4,Пр.П
97310,519,823,7.0,0,2129,2021,2,21,1,13,П
64942,18,97,8.0,0,2161,2020,12,29,1,3,Пр.Л
91492,635,106,9.0,0,2129,2021,1,29,1,18,П
3137,178,246,7.0,0,2113,2018,3,17,2,3,У
50418,612,439,8.0,0,2145,2020,7,1,1,5,Пр.П
8525,149,460,8.0,0,2113,2018,6,23,2,2,У
89531,126,690,8.0,0,2129,2021,1,31,1,12,П
8028,18,209,10.0,0,2129,2018,6,17,2,13,П
31846,163,349,8.0,0,2161,2020,4,10,1,3,Пр.Л
9158,18,34,9.0,0,2129,2018,7,16,2,11,П
60517,609,808,9.0,0,2161,2020,9,26,1,3,Пр.Л
37431,481,792,8.0,0,2161,2020,5,30,1,6,Пр.Л
14479,119,286,8.0,0,2113,2018,10,24,2,3,У
6483,3,888,1529.0,1520,2081,2018,4,30,2,2,Уш
67601,635,620,11.0,0,2161,2019,2,19,2,4,Пр.Л
74573,408,259,7.0,0,2113,2019,7,27,2,2,У
60349,649,453,11.0,0,2161,2020,9,25,1,4,Пр.Л
84752,202,158,1518.0,1520,2097,2021,1,27,1,2,Суж
18727,633,831,9.0,0,2161,2020,1,13,1,3,Пр.Л
7144,483,537,16.0,0,2129,2018,5,20,2,12,П
51078,11,640,12.0,0,2161,2020,7,26,1,4,Пр.Л
97677,381,230,1527.0,1520,2081,2021,2,21,1,4,Уш
38378,7,499,9.0,0,2129,2020,5,27,2,19,П
20252,609,454,9.0,0,2161,2020,1,17,1,4,Пр.Л
93944,184,188,1525.0,1520,2081,2021,2,19,1,2,Уш
58771,637,151,9.0,0,2161,2020,9,24,1,3,Пр.Л
32375,484,879,9.0,0,2161,2020,4,11,1,3,Пр.Л
32488,547,334,10.0,0,2145,2020,4,11,1,3,Пр.П
30017,640,915,9.0,0,2161,2020,3,27,1,4,Пр.Л
85285,578,881,1516.0,1520,2097,2021,1,28,1,3,Суж
42677,23,28,9.0,0,2129,2020,6,29,2,9,П
36053,24,288,14.0,0,2161,2020,4,28,1,6,Пр.Л
26083,636,560,9.0,0,2145,2020,2,17,1,3,Пр.П
84240,125,145,8.0,0,2161,2021,1,27,1,4,Пр.Л
24998,633,209,7.0,0,2113,2020,2,27,2,3,У
45705,620,101,9.0,0,2145,2020,6,26,1,4,Пр.П
22726,398,571,10.0,0,2145,2020,2,23,1,4,Пр.П
47300,590,255,10.0,0,2129,2020,7,1,2,19,П
93934,183,183,1526.0,1520,2081,2021,2,19,1,3,Уш
60015,54,46,17.0,0,2065,2020,9,27,2,18,Р
6729,24,678,11.0,0,2145,2018,5,19,2,4,Пр.П
74918,646,233,11.0,0,2161,2019,7,24,2,4,Пр.Л
46181,24,315,1532.0,1520,2081,2020,6,12,2,2,Уш
40465,649,895,9.0,0,2145,2020,5,26,1,6,Пр.П
45075,642,45,11.0,0,2161,2020,6,30,2,4,Пр.Л
60775,18,84,9.0,0,2145,2020,9,27,1,5,Пр.П
65630,443,146,12.0,0,2129,2019,1,20,2,17,П
100025,33,350,13.0,0,2065,2021,2,22,1,19,Р
91762,639,729,7.0,0,2129,2021,1,29,1,19,П
15284,12,3,1531.0,1520,2081,2018,10,24,2,2,Уш
20730,611,153,8.0,0,2145,2020,1,25,1,4,Пр.П
62929,649,526,10.0,0,2161,2020,10,15,1,3,Пр.Л
24926,621,280,9.0,0,2145,2020,2,27,1,3,Пр.П
33423,648,298,8.0,0,2161,2020,4,11,1,5,Пр.Л
74153,586,117,9.0,0,2129,2019,7,24,2,17,П
29414,544,824,8.0,0,2161,2020,3,27,1,3,Пр.Л
39364,576,458,8.0,0,2161,2020,5,26,1,4,Пр.Л
86958,419,509,1518.0,1520,2097,2021,1,30,1,2,Суж
66839,394,719,9.0,0,2113,2019,2,17,2,4,У
44577,602,852,8.0,0,2161,2020,6,26,1,3,Пр.Л
1318,275,502,7.0,0,2113,2018,2,15,2,2,У
47485,611,274,8.0,0,2145,2020,7,14,1,3,Пр.П
10835,230,705,7.0,0,2113,2018,8,14,2,3,У
25208,649,504,17.0,0,2161,2020,2,27,2,4,Пр.Л
51535,490,294,8.0,0,2145,2020,8,31,1,4,Пр.П
8665,388,503,9.0,0,2129,2018,6,20,2,4,П
64515,158,28,9.0,0,2145,2020,12,29,1,3,Пр.П
11855,373,977,7.0,0,2113,2018,8,6,2,2,У
37137,284,695,8.0,0,2161,2020,5,29,1,3,Пр.Л
54408,399,913,8.0,0,2145,2020,8,27,1,4,Пр.П
42552,5,542,8.0,0,2161,2020,6,29,1,3,Пр.Л
5762,5,423,11.0,0,2145,2018,4,18,2,6,Пр.П
35,24,626,11.0,0,2129,2018,1,29,2,20,П
8169,319,682,1530.0,1520,2081,2018,6,17,2,7,Уш
14121,411,781,7.0,0,2113,2018,10,18,2,4,У
61364,632,761,8.0,0,2145,2020,9,1,1,4,Пр.П
98851,214,835,8.0,0,2145,2021,2,22,1,6,Пр.П
77460,52,194,12.0,0,2145,2019,9,25,2,3,Пр.П
62959,1,535,10.0,0,2145,2020,10,13,1,3,Пр.П
4699,561,440,12.0,0,2129,2018,3,22,2,15,П
49770,608,652,8.0,0,2161,2020,7,27,1,4,Пр.Л
71058,109,319,10.0,0,2129,2019,5,18,2,18,П
58007,244,827,7.0,0,2113,2020,9,29,2,2,У
68156,174,773,10.0,0,2113,2019,3,20,2,15,У
92963,318,877,7.0,0,2129,2021,2,19,1,17,П
89060,297,207,1517.0,1520,2097,2021,1,31,1,10,Суж
79657,518,254,8.0,0,2161,2019,12,23,1,4,Пр.Л
98745,189,831,1527.0,1520,2081,2021,2,22,1,5,Уш
32663,549,720,9.0,0,2161,2020,4,11,1,3,Пр.Л
26750,125,149,8.0,0,2161,2020,3,24,1,4,Пр.Л
48350,595,366,8.0,0,2145,2020,7,27,1,3,Пр.П
20549,645,950,8.0,0,2145,2020,1,14,1,3,Пр.П
39207,533,920,8.0,0,2161,2020,5,26,1,4,Пр.Л
29188,452,160,8.0,0,2161,2020,3,27,1,3,Пр.Л
47104,562,830,9.0,0,2145,2020,7,1,1,6,Пр.П
48383,430,539,8.0,0,2145,2020,7,27,1,3,Пр.П
81380,562,121,10.0,0,2145,2019,12,17,1,3,Пр.П
2439,503,165,7.0,0,2113,2018,2,22,2,2,У
86503,559,490,7.0,0,2129,2021,1,30,1,20,П
54990,621,375,10.0,0,2145,2020,8,24,1,5,Пр.П
76232,19,850,14.0,0,2129,2019,8,16,2,20,П
13439,383,956,11.0,0,2161,2018,9,25,2,6,Пр.Л
48725,362,577,9.0,0,2145,2020,7,27,1,3,Пр.П
9908,91,220,8.0,0,2113,2018,7,20,2,2,У
30019,640,924,10.0,0,2145,2020,3,27,1,6,Пр.П
1966,59,749,7.0,0,2113,2018,2,27,2,2,У
866,543,504,9.0,0,2129,2018,1,23,2,20,П
77522,647,644,11.0,0,2145,2019,9,29,2,5,Пр.П
10579,645,221,12.0,0,2065,2018,7,21,2,17,Р
